route,corridor,from_terminus,to_terminus,sacco,permit_no,coverage,hits_of_total,via_raw,confidence,VERDICT
17B,thika_road,Bus Station,Mwiki,kayo-line group company limited,NTR-00129,1.00,3/3,"Mwiki, Kayole kangundo rd kamulu via ruai Utawala Mihango Cabanas Outering rd Kariobangi, Kasarani",high,
237,thika_road,Townterminal,Thika Town,eastern bypass traverlers investment co. limited,NTR-0027,1.00,4/4,"ruiru, ruai,joska, kangundo",high,
237,thika_road,Townterminal,Thika Town,eastern bypass traverlers investment co. limited,ADR-O68IBBL,1.00,4/4,"ruiru, kangundo,ruai, joska",high,
237,thika_road,Townterminal,Thika Town,NAWASUKU SACCO,ADR-LZRS3JE,1.00,4/4,"timboroa lane, kahawa sukari, warren, ku, ruiru",high,
237,thika_road,Townterminal,Thika Town,NAWASUKU SACCO,ADR-WZ9S3RE,1.00,4/4,"ruiru, ku, kahawa sukari, warren, timboroa lane",high,
237,thika_road,Townterminal,Thika Town,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201911291135300,1.00,3/3,"Kiambu, Bypass Ruaka Banana Ndenderu Wangige Kikuyu Rusingiti Kamangu Thigio Mutarakwa Limuru, Tigoni",high,
25A,thika_road,25A Terminal,Lucky Summer Terminal,ALDANA TRAVELLERS SACCO,NTR-00202003241145200,1.00,3/3,"Ronald ngala, Juja rdDandoraKariobangiAlsops Thika rd, Thika",high,
25A,thika_road,25A Terminal,Lucky Summer Terminal,ECOSA TRAVELLERS SACCO,NTR-00202009231508320,1.00,3/3,"Ronald Ngala, Kariokor Gikomba Dandora Juja Rd Outering Rd Kangundo Rd Saika Komarock Rd Kariobangi Alsops Thika Rd, Thika",high,
25A,thika_road,25A Terminal,Lucky Summer Terminal,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,1.00,3/3,"Kayole, Gikombe Alsops Mihango, Cabanas",high,
25A,thika_road,25A Terminal,Lucky Summer Terminal,JONSAGA FLATS SACCO,ADR-7WRS29M,1.00,3/3,"Ronald Ngala, NgaraJujardHuruma Round aboutOutering rdKangundo rd, Ruai",high,
25A,thika_road,25A Terminal,Lucky Summer Terminal,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,1.00,3/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",high,
44G,thika_road,Main Stage,Main Stage,ALDANA TRAVELLERS SACCO,NTR-00202003241145200,1.00,3/3,"Ronald ngala, Juja rdDandoraKariobangiAlsops Thika rd, Thika",high,
44G,thika_road,Main Stage,Main Stage,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-JY7S3W6,1.00,3/3,"Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani",high,
44G,thika_road,Main Stage,Main Stage,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-POKSOVD,1.00,3/3,"Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani",high,
44G,thika_road,Main Stage,Main Stage,ECOSA TRAVELLERS SACCO,NTR-00202009231508320,1.00,3/3,"Ronald Ngala, Kariokor Gikomba Dandora Juja Rd Outering Rd Kangundo Rd Saika Komarock Rd Kariobangi Alsops Thika Rd, Thika",high,
44G,thika_road,Main Stage,Main Stage,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,1.00,3/3,"Kayole, Gikombe Alsops Mihango, Cabanas",high,
44Z,thika_road,Main Stage,Main Stage,ALDANA TRAVELLERS SACCO,NTR-00202003241145200,1.00,3/3,"Ronald ngala, Juja rdDandoraKariobangiAlsops Thika rd, Thika",high,
44Z,thika_road,Main Stage,Main Stage,ECOSA TRAVELLERS SACCO,NTR-00202009231508320,1.00,3/3,"Ronald Ngala, Kariokor Gikomba Dandora Juja Rd Outering Rd Kangundo Rd Saika Komarock Rd Kariobangi Alsops Thika Rd, Thika",high,
44Z,thika_road,Main Stage,Main Stage,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,1.00,3/3,"Kayole, Gikombe Alsops Mihango, Cabanas",high,
44Z,thika_road,Main Stage,Main Stage,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,1.00,3/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",high,
44Z,thika_road,Main Stage,Main Stage,kayo-line group company limited,ADR-EPJSEWO,1.00,3/3,"kasarani, kayole, kariobangi",high,
45G,thika_road,Main Stage,Gihurai,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,1.00,3/3,"Kayole, Gikombe Alsops Mihango, Cabanas",high,
45G,thika_road,Main Stage,Gihurai,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,1.00,3/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",high,
45G,thika_road,Main Stage,Gihurai,kayo-line group company limited,ADR-EPJSEWO,1.00,3/3,"kasarani, kayole, kariobangi",high,
45G,thika_road,Main Stage,Gihurai,MNK SACCO SOCIETY LTD,NTR-001393,1.00,3/3,"kasarani, kariobangi, kayole",high,
45G,thika_road,Main Stage,Gihurai,MNK SACCO SOCIETY LTD,ADR-O68IBL5,1.00,3/3,"kasarani, kayole, kariobangi",high,
45K,thika_road,Main Stage,KU,ALDANA TRAVELLERS SACCO,NTR-00202003241145200,1.00,3/3,"Ronald ngala, Juja rdDandoraKariobangiAlsops Thika rd, Thika",high,
45K,thika_road,Main Stage,KU,ECOSA TRAVELLERS SACCO,NTR-00202009231508320,1.00,3/3,"Ronald Ngala, Kariokor Gikomba Dandora Juja Rd Outering Rd Kangundo Rd Saika Komarock Rd Kariobangi Alsops Thika Rd, Thika",high,
45K,thika_road,Main Stage,KU,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,1.00,3/3,"Kayole, Gikombe Alsops Mihango, Cabanas",high,
45K,thika_road,Main Stage,KU,JONSAGA FLATS SACCO,ADR-7WRS29M,1.00,3/3,"Ronald Ngala, NgaraJujardHuruma Round aboutOutering rdKangundo rd, Ruai",high,
45K,thika_road,Main Stage,KU,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,1.00,3/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",high,
29/30,thika_road,Ngara Bus Terminals,Mathare North Terminal,kayo-line group company limited,ADR-EPJSEWO,1.00,3/3,"kasarani, kayole, kariobangi",high,
29/30,thika_road,Ngara Bus Terminals,Mathare North Terminal,MNK SACCO SOCIETY LTD,NTR-001393,1.00,3/3,"kasarani, kariobangi, kayole",high,
29/30,thika_road,Ngara Bus Terminals,Mathare North Terminal,MNK SACCO SOCIETY LTD,ADR-O68IBL5,1.00,3/3,"kasarani, kayole, kariobangi",high,
29/30,thika_road,Ngara Bus Terminals,Mathare North Terminal,REMBO SHUTTLE SAVINGS AND CREDIT SACCO LTD,NTR-00202008171333500,1.00,3/3,"Cabanas, Kangundo road Ruai, Komarock stage .",high,
29/30,thika_road,Ngara Bus Terminals,Mathare North Terminal,ALDANA SUPREME SERVICES LIMITED,NTR-00202008111559300,0.67,2/3,"Saika, Dandora Outering road Thika road, Thika",medium,
